文本内容,识别结果,风险原因
2698,拒绝,ad:房屋出租
2699,拒绝,politics:比尔克林顿
2700,通过,NA
2701,通过,NA
2702,通过,NA
2703,拒绝,porn:色情图片
2704,通过,NA
2705,通过,NA
2706,通过,NA
2707,通过,NA
2708,通过,NA
2709,通过,NA
2710,拒绝,politics:周恩来
2711,通过,NA
2712,通过,NA
2713,通过,NA
2714,通过,NA
2715,拒绝,politics:习近平总书记
2716,通过,NA
2717,拒绝,politics:中华人民共和国
2718,通过,NA
2719,通过,NA
2720,拒绝,politics:中华人民共和国
2721,通过,NA
2722,通过,NA
2723,通过,NA
2724,通过,NA
2725,通过,NA
2726,拒绝,ad:诚信经营
2727,通过,NA
2728,拒绝,politics:中华人民共和国
2729,通过,NA
2730,通过,NA
2731,通过,NA
2732,通过,NA
2733,通过,NA
2734,通过,NA
2735,通过,NA
2736,通过,NA
2737,拒绝,politics:习近平总书记
2738,通过,NA
2739,通过,NA
2740,通过,NA
2741,通过,NA
2742,通过,NA
2743,拒绝,politics:中国共产党-改革
2744,通过,NA
2745,通过,NA
2746,通过,NA
2747,通过,NA
2748,通过,NA
2749,通过,NA
2750,通过,NA
2751,通过,NA
2752,通过,NA
2753,通过,NA
2754,通过,NA
2755,通过,NA
2756,通过,NA
2757,通过,NA
2758,拒绝,politics:中华人民共和国
2759,通过,NA
2760,通过,NA
2761,通过,NA
2762,通过,NA
2763,拒绝,politics:改革
2764,通过,NA
2765,通过,NA
2766,通过,NA
2767,通过,NA
2768,通过,NA
2769,通过,NA
2770,通过,NA
2771,通过,NA
2772,拒绝,politics:改革
2773,通过,NA
2774,通过,NA
2775,拒绝,politics:达赖
2776,通过,NA
2777,通过,NA
2778,通过,NA
2779,通过,NA
2780,通过,NA
2781,通过,NA
2782,通过,NA
2783,通过,NA
2784,拒绝,politics:习近平
2785,拒绝,politics:中国共产党
2786,通过,NA
2787,通过,NA
2788,通过,NA
2789,通过,NA
2790,通过,NA
2791,通过,NA
2792,通过,NA
2793,拒绝,politics:改革
2794,通过,NA
2795,通过,NA
2796,拒绝,politics:中央政府
2797,通过,NA
2798,通过,NA
2799,拒绝,politics:中国共产党;ad:专升本
2800,通过,NA
2801,通过,NA
2802,通过,NA
2803,通过,NA
2804,通过,NA
2805,拒绝,politics:改革
2806,通过,NA
2807,通过,NA
2808,通过,NA
2809,拒绝,politics:监管不到位
2810,拒绝,politics:中华人民共和国
2811,拒绝,politics:改革
2812,通过,NA
2813,拒绝,politics:改革
2814,通过,NA
2815,通过,NA
2816,拒绝,politics:达赖
2817,通过,NA
2818,通过,NA
2819,通过,NA
2820,通过,NA
2821,通过,NA
2822,拒绝,politics:改革
2823,拒绝,politics:改革
2824,通过,NA
2825,通过,NA
2826,通过,NA
2827,通过,NA
2828,通过,NA
2829,通过,NA
2830,通过,NA
2831,通过,NA
2832,通过,NA
2833,通过,NA
2834,通过,NA
2835,通过,NA
2836,通过,NA
2837,通过,NA
2838,通过,NA
2839,通过,NA
2840,拒绝,politics:龙应台
2841,通过,NA
2842,通过,NA
2843,通过,NA
2844,通过,NA
2845,通过,NA
2846,通过,NA
2847,通过,NA
2848,通过,NA
2849,通过,NA
2850,通过,NA
2851,拒绝,politics:中国共产党
2852,通过,NA
2853,通过,NA
2854,通过,NA
2855,通过,NA
2856,拒绝,politics:改革
2857,通过,NA
2858,通过,NA
2859,通过,NA
2860,通过,NA
2861,通过,NA
2862,通过,NA
2863,通过,NA
2864,通过,NA
2865,通过,NA
2866,拒绝,ad:qq群-微信公众号
2867,通过,NA
2868,通过,NA
2869,通过,NA
2870,拒绝,politics:共产党
2871,通过,NA
2872,通过,NA
2873,通过,NA
2874,拒绝,politics:改革
2875,拒绝,politics:中华人民共和国
2876,通过,NA
2877,通过,NA
2878,通过,NA
2879,通过,NA
2880,拒绝,politics:习近平总书记
2881,通过,NA
2882,通过,NA
2883,拒绝,politics:中央政治局-习近平总书记-改革
2884,通过,NA
2885,拒绝,politics:中华人民共和国
2886,通过,NA
2887,拒绝,politics:中华人民共和国
2888,通过,NA
2889,通过,NA
2890,通过,NA
2891,通过,NA
2892,拒绝,politics:改革
2893,通过,NA
2894,通过,NA
2895,通过,NA
2896,通过,NA
2897,通过,NA
2898,通过,NA
2899,拒绝,politics:比尔克林顿
2900,通过,NA
2901,通过,NA
2902,通过,NA
2903,通过,NA
2904,通过,NA
2905,通过,NA
2906,拒绝,politics:温家宝
2907,通过,NA
2908,通过,NA
2909,通过,NA
2910,通过,NA
2911,通过,NA
2912,通过,NA
2913,通过,NA
2914,通过,NA
2915,通过,NA
2916,通过,NA
2917,通过,NA
2918,通过,NA
2919,拒绝,politics:中华人民共和国
2920,通过,NA
2921,通过,NA
2922,通过,NA
2923,通过,NA
2924,拒绝,politics:邓小平
2925,拒绝,politics:习近平
2926,通过,NA
2927,拒绝,politics:改革
2928,通过,NA
2929,拒绝,politics:鬼子
2930,通过,NA
2931,通过,NA
2932,通过,NA
2933,通过,NA
2934,拒绝,politics:中华人民共和国
2935,通过,NA
2936,通过,NA
2937,通过,NA
2938,通过,NA
2939,拒绝,politics:中华人民共和国
2940,通过,NA
2941,通过,NA
2942,通过,NA
2943,通过,NA
2944,通过,NA
2945,通过,NA
2946,通过,NA
2947,通过,NA
2948,拒绝,ad:诚信经营
2949,通过,NA
2950,通过,NA
2951,通过,NA
2952,通过,NA
2953,通过,NA
2954,通过,NA
2955,通过,NA
2956,拒绝,politics:中华人民共和国
2957,通过,NA
2958,通过,NA
2959,通过,NA
2960,通过,NA
2961,通过,NA
2962,通过,NA
2963,通过,NA
2964,通过,NA
2965,拒绝,ad:微信公众号
2966,通过,NA
2967,拒绝,politics:中国共产党
2968,通过,NA
2969,通过,NA
2970,通过,NA
2971,通过,NA
2972,通过,NA
2973,通过,NA
2974,通过,NA
2975,通过,NA
2976,通过,NA
2977,拒绝,politics:中国共产党-改革
2978,通过,NA
2979,拒绝,politics:共产党-国民党-民主
2980,通过,NA
2981,拒绝,politics:毛主席
2982,通过,NA
2983,通过,NA
2984,通过,NA
2985,通过,NA
2986,通过,NA
2987,通过,NA
2988,通过,NA
2989,通过,NA
2990,拒绝,politics:慈善基金会
2991,通过,NA
2992,通过,NA
2993,拒绝,politics:共产党
2994,通过,NA
2995,通过,NA
2996,通过,NA
2997,通过,NA
2998,通过,NA
2999,通过,NA
3000,通过,NA
3001,拒绝,politics:中华人民共和国外交部
3002,拒绝,politics:民主
3003,通过,NA
3004,通过,NA
3005,通过,NA
3006,通过,NA
3007,通过,NA
3008,通过,NA
3009,通过,NA
3010,拒绝,politics:改革
3011,通过,NA
3012,通过,NA
3013,通过,NA
3014,通过,NA
3015,通过,NA
3016,通过,NA
3017,拒绝,politics:改革-民主
3018,通过,NA
3019,拒绝,politics:中共中央-中国共产党-毛泽东-蒋介石
3020,通过,NA
3021,通过,NA
3022,通过,NA
3023,通过,NA
3024,拒绝,politics:改革
3025,通过,NA
3026,通过,NA
3027,通过,NA
3028,通过,NA
3029,通过,NA
3030,通过,NA
3031,通过,NA
3032,通过,NA
3033,通过,NA
3034,通过,NA
3035,拒绝,politics:共产党
3036,拒绝,politics:毛泽东
3037,拒绝,politics:改革-民主
3038,通过,NA
3039,通过,NA
3040,通过,NA
3041,通过,NA
3042,通过,NA
3043,通过,NA
3044,通过,NA
3045,通过,NA
3046,拒绝,politics:民主
3047,通过,NA
3048,通过,NA
3049,通过,NA
3050,通过,NA
3051,通过,NA
3052,通过,NA
3053,通过,NA
3054,通过,NA
3055,通过,NA
3056,通过,NA
3057,通过,NA
3058,通过,NA
3059,通过,NA
3060,通过,NA
3061,通过,NA
3062,通过,NA
3063,通过,NA
3064,通过,NA
3065,通过,NA
3066,通过,NA
3067,通过,NA
3068,拒绝,ad:诚信经营
3069,通过,NA
3070,通过,NA
3071,通过,NA
3072,通过,NA
3073,通过,NA
3074,通过,NA
3075,通过,NA
3076,通过,NA
3077,通过,NA
3078,通过,NA
3079,通过,NA
3080,通过,NA
3081,通过,NA
3082,通过,NA
3083,拒绝,politics:改革
3084,通过,NA
3085,通过,NA
3086,通过,NA
3087,通过,NA
3088,通过,NA
3089,通过,NA
3090,通过,NA
3091,通过,NA
3092,通过,NA
3093,通过,NA
3094,通过,NA
3095,通过,NA
3096,通过,NA
3097,通过,NA
3098,通过,NA
3099,通过,NA
3100,通过,NA
3101,通过,NA
3102,通过,NA
3103,通过,NA
3104,通过,NA
3105,通过,NA
3106,通过,NA
3107,通过,NA
3108,通过,NA
3109,拒绝,porn:julia-kyoko
3110,拒绝,politics:民主
3111,通过,NA
3112,通过,NA
3113,通过,NA
3114,通过,NA
3115,通过,NA
3116,通过,NA
3117,通过,NA
3118,通过,NA
3119,通过,NA
3120,通过,NA
3121,通过,NA
3122,通过,NA
3123,通过,NA
3124,拒绝,politics:中华人民共和国
3125,通过,NA
3126,通过,NA
3127,通过,NA
3128,通过,NA
3129,通过,NA
3130,通过,NA
3131,通过,NA
3132,通过,NA
3133,通过,NA
3134,通过,NA
3135,通过,NA
3136,通过,NA
3137,通过,NA
3138,拒绝,porn:性欲望-性经验
3139,通过,NA
3140,通过,NA
3141,通过,NA
3142,通过,NA
3143,通过,NA
3144,通过,NA
3145,拒绝,politics:共产党-红卫兵
3146,通过,NA
3147,通过,NA
3148,通过,NA
3149,拒绝,politics:中央政府
3150,通过,NA
3151,通过,NA
3152,通过,NA
3153,通过,NA
3154,通过,NA
3155,通过,NA
3156,通过,NA
3157,通过,NA
3158,拒绝,politics:中华人民共和国
3159,通过,NA
3160,拒绝,politics:民主
3161,通过,NA
3162,通过,NA
3163,通过,NA
3164,通过,NA
3165,通过,NA
3166,通过,NA
3167,通过,NA
3168,通过,NA
3169,通过,NA
3170,通过,NA
3171,通过,NA
3172,通过,NA
3173,通过,NA
3174,通过,NA
3175,通过,NA
3176,通过,NA
3177,通过,NA
3178,拒绝,politics:中华人民共和国
3179,通过,NA
3180,通过,NA
3181,通过,NA
3182,通过,NA
3183,通过,NA
3184,拒绝,politics:文化大革命
3185,通过,NA
3186,拒绝,politics:中华人民共和国-中国共产党
3187,通过,NA
3188,通过,NA
3189,通过,NA
3190,通过,NA
3191,通过,NA
3192,通过,NA
3193,通过,NA
3194,拒绝,politics:习近平
3195,通过,NA
3196,通过,NA
3197,通过,NA
3198,通过,NA
3199,通过,NA
3200,通过,NA
3201,拒绝,politics:改革
3202,拒绝,politics:改革
3203,拒绝,politics:共产党
3204,通过,NA
3205,拒绝,politics:特朗普
3206,通过,NA
3207,通过,NA
3208,通过,NA
3209,通过,NA
3210,通过,NA
3211,通过,NA
3212,通过,NA
3213,通过,NA
3214,通过,NA
3215,通过,NA
3216,通过,NA
3217,通过,NA
3218,拒绝,politics:中国共产党
3219,拒绝,politics:改革
3220,通过,NA
3221,通过,NA
3222,拒绝,politics:中华人民共和国
3223,通过,NA
3224,通过,NA
3225,通过,NA
3226,通过,NA
3227,通过,NA
3228,通过,NA
3229,通过,NA
3230,通过,NA
3231,拒绝,politics:改革
3232,通过,NA
3233,通过,NA
3234,拒绝,politics:中华人民共和国
3235,通过,NA
3236,拒绝,politics:中国共产党
3237,拒绝,politics:中华人民共和国
3238,通过,NA
3239,通过,NA
3240,通过,NA
3241,通过,NA
3242,通过,NA
3243,通过,NA
3244,通过,NA
3245,通过,NA
3246,通过,NA
3247,通过,NA
3248,通过,NA
3249,拒绝,politics:中国共产党
3250,拒绝,ad:电话联系
3251,通过,NA
3252,通过,NA
3253,通过,NA
3254,通过,NA
3255,通过,NA
3256,通过,NA
3257,通过,NA
3258,通过,NA
3259,通过,NA
3260,通过,NA
3261,通过,NA
3262,通过,NA
3263,通过,NA
3264,通过,NA
3265,通过,NA
3266,通过,NA
3267,通过,NA
3268,通过,NA
3269,通过,NA
3270,通过,NA
3271,通过,NA
3272,通过,NA
3273,通过,NA
3274,通过,NA
3275,拒绝,politics:改革
3276,拒绝,politics:中华人民共和国
3277,通过,NA
3278,通过,NA
3279,通过,NA
3280,通过,NA
3281,通过,NA
3282,通过,NA
3283,通过,NA
3284,通过,NA
3285,拒绝,politics:中国共产党
3286,通过,NA
3287,通过,NA
3288,通过,NA
3289,通过,NA
3290,通过,NA
3291,拒绝,politics:中国共产党-习近平总书记
3292,通过,NA
3293,通过,NA
3294,拒绝,politics:中国共产党
3295,拒绝,politics:中华人民共和国
3296,拒绝,politics:文化大革命
3297,通过,NA
3298,通过,NA
3299,拒绝,politics:民主
3300,通过,NA
3301,通过,NA
3302,通过,NA
3303,通过,NA
3304,通过,NA
3305,通过,NA
3306,通过,NA
3307,通过,NA
3308,通过,NA
3309,通过,NA
3310,通过,NA
3311,通过,NA
3312,拒绝,politics:中国共产党
3313,通过,NA
3314,通过,NA
3315,拒绝,politics:民主
3316,通过,NA
3317,通过,NA
3318,拒绝,politics:中国共产党中央委员会-习近平
3319,通过,NA
3320,拒绝,politics:民主
3321,通过,NA
3322,拒绝,politics:习近平-共产党-改革
3323,通过,NA
3324,通过,NA
3325,通过,NA
3326,通过,NA
3327,通过,NA
3328,通过,NA
3329,通过,NA
3330,通过,NA
3331,通过,NA
3332,通过,NA
3333,通过,NA
3334,通过,NA
3335,拒绝,politics:中国共产党
3336,通过,NA
3337,通过,NA
3338,通过,NA
3339,拒绝,politics:中华人民共和国
3340,通过,NA
3341,通过,NA
3342,通过,NA
3343,通过,NA
3344,通过,NA
3345,通过,NA
3346,通过,NA
3347,通过,NA
3348,通过,NA
3349,通过,NA
3350,拒绝,politics:中国共产党-民主
3351,通过,NA
3352,拒绝,politics:希望之声
3353,通过,NA
3354,通过,NA
3355,通过,NA
3356,通过,NA
3357,通过,NA
3358,通过,NA
3359,通过,NA
3360,通过,NA
3361,通过,NA
3362,通过,NA
3363,通过,NA
3364,通过,NA
3365,通过,NA
3366,拒绝,politics:中国共产党-军委主席-国家主席-娜塔莉-邓小平
3367,通过,NA
3368,通过,NA
3369,拒绝,politics:中国共产党-周恩来-朱德-毛泽东
3370,拒绝,politics:改革
3371,通过,NA
3372,通过,NA
3373,通过,NA
3374,通过,NA
3375,通过,NA
3376,通过,NA
3377,通过,NA
3378,通过,NA
3379,通过,NA
3380,通过,NA
3381,通过,NA
3382,通过,NA
3383,通过,NA
3384,通过,NA
3385,通过,NA
3386,通过,NA
3387,通过,NA
3388,通过,NA
3389,通过,NA
3390,通过,NA
3391,通过,NA
3392,通过,NA
3393,通过,NA
3394,通过,NA
3395,通过,NA
3396,通过,NA
3397,通过,NA
3398,通过,NA
3399,通过,NA
3400,通过,NA
3401,通过,NA
3402,通过,NA
3403,通过,NA
3404,通过,NA
3405,通过,NA
3406,通过,NA
3407,通过,NA
3408,通过,NA
3409,通过,NA
3410,通过,NA
3411,通过,NA
3412,通过,NA
3413,通过,NA
3414,通过,NA
3415,通过,NA
3416,通过,NA
3417,通过,NA
3418,通过,NA
3419,通过,NA
3420,拒绝,politics:马英九总统
3421,通过,NA
3422,拒绝,politics:中国共产党-共产党
3423,通过,NA
3424,通过,NA
3425,拒绝,politics:民主
3426,通过,NA
3427,通过,NA
3428,通过,NA
3429,通过,NA
3430,通过,NA
3431,通过,NA
3432,通过,NA
3433,通过,NA
3434,通过,NA
3435,通过,NA
3436,通过,NA
3437,通过,NA
3438,通过,NA
3439,通过,NA
3440,通过,NA
3441,通过,NA
3442,通过,NA
3443,通过,NA
3444,通过,NA
3445,拒绝,politics:周恩来
3446,通过,NA
3447,通过,NA
3448,拒绝,politics:习近平主席
3449,拒绝,politics:民主
3450,通过,NA
3451,通过,NA
3452,通过,NA
3453,通过,NA
3454,通过,NA
3455,通过,NA
3456,通过,NA
3457,通过,NA
3458,通过,NA
3459,通过,NA
3460,通过,NA
3461,通过,NA
3462,通过,NA
3463,通过,NA
3464,通过,NA
3465,通过,NA
3466,拒绝,politics:中国共产党-毛主席
3467,通过,NA
3468,通过,NA
3469,通过,NA
3470,通过,NA
3471,通过,NA
3472,通过,NA
3473,通过,NA
3474,通过,NA
3475,通过,NA
3476,通过,NA
3477,通过,NA
3478,拒绝,politics:中华人民共和国
3479,通过,NA
3480,通过,NA
3481,通过,NA
3482,通过,NA
3483,通过,NA
3484,通过,NA
3485,通过,NA
3486,拒绝,politics:改革
3487,拒绝,politics:改革
3488,通过,NA
3489,通过,NA
3490,通过,NA
3491,通过,NA
3492,通过,NA
3493,通过,NA
3494,通过,NA
3495,通过,NA
3496,拒绝,politics:改革
3497,通过,NA
3498,通过,NA
3499,拒绝,politics:中国共产党-朱德-江泽民
3500,通过,NA
3501,通过,NA
3502,通过,NA
3503,通过,NA
3504,通过,NA
3505,拒绝,porn:乳头
3506,拒绝,politics:总书记
3507,拒绝,politics:中华人民共和国
3508,通过,NA
3509,通过,NA
3510,拒绝,politics:中华人民共和国
3511,通过,NA
3512,通过,NA
3513,拒绝,politics:民主
3514,通过,NA
3515,通过,NA
3516,拒绝,politics:中华人民共和国
3517,通过,NA
3518,通过,NA
3519,通过,NA
3520,通过,NA
3521,通过,NA
3522,通过,NA
3523,拒绝,politics:毛泽东
3524,通过,NA
3525,通过,NA
3526,通过,NA
3527,通过,NA
3528,通过,NA
3529,通过,NA
3530,通过,NA
3531,通过,NA
3532,通过,NA
3533,通过,NA
3534,通过,NA
3535,通过,NA
3536,通过,NA
3537,通过,NA
3538,通过,NA
3539,通过,NA
3540,通过,NA
3541,拒绝,politics:民主-陈独秀
3542,通过,NA
3543,通过,NA
3544,通过,NA
3545,通过,NA
3546,通过,NA
3547,通过,NA
3548,通过,NA
3549,通过,NA
3550,通过,NA
3551,通过,NA
3552,通过,NA
3553,通过,NA
3554,通过,NA
3555,通过,NA
3556,通过,NA
3557,通过,NA
3558,通过,NA
3559,通过,NA
3560,通过,NA
3561,通过,NA
3562,通过,NA
3563,通过,NA
3564,通过,NA
3565,通过,NA
3566,通过,NA
3567,通过,NA
3568,通过,NA
3569,拒绝,ban:麻醉药品
3570,通过,NA
3571,通过,NA
3572,通过,NA
3573,通过,NA
3574,拒绝,politics:周恩来-毛泽东
3575,通过,NA
3576,通过,NA
3577,拒绝,ad:更多优惠
3578,通过,NA
3579,通过,NA
3580,通过,NA
3581,通过,NA
3582,通过,NA
3583,通过,NA
3584,通过,NA
3585,通过,NA
3586,通过,NA
3587,通过,NA
3588,通过,NA
3589,通过,NA
3590,通过,NA
3591,通过,NA
3592,通过,NA
3593,通过,NA
3594,通过,NA
3595,通过,NA
3596,通过,NA
3597,拒绝,ad:qq群-微信公众号
3598,通过,NA
3599,拒绝,politics:中共中央-改革-政治局常委-林彪-毛泽东
3600,通过,NA
3601,通过,NA
3602,通过,NA
3603,通过,NA
3604,通过,NA
3605,拒绝,politics:共和国
3606,通过,NA
3607,通过,NA
3608,通过,NA
3609,通过,NA
3610,通过,NA
3611,通过,NA
3612,拒绝,politics:中华人民共和国
3613,通过,NA
3614,通过,NA
3615,拒绝,politics:改革
3616,通过,NA
3617,通过,NA
3618,通过,NA
3619,通过,NA
3620,通过,NA
3621,通过,NA
3622,拒绝,ban:贩毒集团
3623,通过,NA
3624,通过,NA
3625,通过,NA
3626,通过,NA
3627,通过,NA
3628,通过,NA
3629,通过,NA
3630,通过,NA
3631,通过,NA
3632,通过,NA
3633,通过,NA
3634,通过,NA
3635,通过,NA
3636,通过,NA
3637,通过,NA
3638,通过,NA
3639,通过,NA
3640,通过,NA
3641,通过,NA
3642,通过,NA
3643,通过,NA
3644,通过,NA
3645,通过,NA
3646,通过,NA
3647,通过,NA
3648,通过,NA
3649,通过,NA
3650,通过,NA
3651,通过,NA
3652,通过,NA
3653,通过,NA
3654,通过,NA
3655,通过,NA
3656,通过,NA
3657,通过,NA
3658,通过,NA
3659,通过,NA
3660,通过,NA
3661,通过,NA
3662,通过,NA
3663,通过,NA
3664,通过,NA
3665,通过,NA
3666,拒绝,politics:民主
3667,通过,NA
3668,拒绝,politics:习总书记
3669,通过,NA
3670,通过,NA
3671,通过,NA
3672,通过,NA
3673,拒绝,politics:改革
3674,通过,NA
3675,通过,NA
3676,通过,NA
3677,通过,NA
3678,通过,NA
3679,通过,NA
3680,拒绝,politics:中国共产党-中央领导-习近平-习近平总书记-党中央
3681,通过,NA
3682,拒绝,ad:qq号
3683,拒绝,politics:中共中央宣传部-中国共产党
3684,通过,NA
3685,通过,NA
3686,通过,NA
3687,通过,NA
3688,拒绝,porn:阴茎
3689,通过,NA
3690,通过,NA
3691,通过,NA
3692,通过,NA
3693,通过,NA
3694,通过,NA
3695,拒绝,politics:改革-民主
3696,通过,NA
3697,通过,NA
3698,通过,NA
3699,通过,NA
3700,通过,NA
3701,通过,NA
3702,通过,NA
3703,通过,NA
3704,拒绝,politics:监管不到位
3705,拒绝,politics:习近平
3706,通过,NA
3707,通过,NA
3708,通过,NA
3709,通过,NA
3710,通过,NA
3711,通过,NA
3712,通过,NA
3713,通过,NA
3714,通过,NA
3715,通过,NA
3716,通过,NA
3717,通过,NA
3718,通过,NA
3719,通过,NA
3720,通过,NA
3721,通过,NA
3722,通过,NA
3723,通过,NA
3724,通过,NA
3725,通过,NA
3726,通过,NA
3727,通过,NA
3728,通过,NA
3729,通过,NA
3730,通过,NA
3731,通过,NA
3732,通过,NA
3733,通过,NA
3734,拒绝,politics:中共中央纪委-习近平总书记-全国人大;abuse:有病
3735,通过,NA
3736,拒绝,politics:特朗普
3737,通过,NA
3738,通过,NA
3739,拒绝,politics:改革
3740,通过,NA
3741,拒绝,politics:中华人民共和国
3742,通过,NA
3743,通过,NA
3744,通过,NA
3745,通过,NA
3746,通过,NA
3747,通过,NA
3748,通过,NA
3749,拒绝,politics:改革
3750,通过,NA
3751,通过,NA
3752,拒绝,politics:中华人民共和国
3753,通过,NA
3754,通过,NA
3755,通过,NA
3756,拒绝,politics:中华人民共和国
3757,通过,NA
3758,通过,NA
3759,通过,NA
3760,通过,NA
3761,通过,NA
3762,通过,NA
3763,通过,NA
3764,通过,NA
3765,通过,NA
3766,通过,NA
3767,拒绝,politics:中国共产党-改革
3768,拒绝,politics:习近平总书记
3769,拒绝,ad:咨询热线
3770,通过,NA
3771,通过,NA
3772,通过,NA
3773,通过,NA
3774,通过,NA
3775,通过,NA
3776,拒绝,politics:改革
3777,拒绝,ad:微信公众号
3778,通过,NA
3779,通过,NA
3780,拒绝,politics:中华人民共和国-中国共产党
3781,通过,NA
3782,通过,NA
3783,通过,NA
3784,通过,NA
3785,拒绝,politics:党中央
3786,通过,NA
3787,通过,NA
3788,通过,NA
3789,通过,NA
3790,通过,NA
3791,通过,NA
3792,通过,NA
3793,通过,NA
3794,通过,NA
3795,通过,NA
3796,拒绝,politics:中华人民共和国
3797,通过,NA
3798,拒绝,politics:党中央
3799,通过,NA
3800,通过,NA
3801,拒绝,politics:北京的夏
3802,拒绝,ban:博彩-购彩
3803,拒绝,politics:人大代表
3804,通过,NA
3805,通过,NA
3806,通过,NA
3807,通过,NA
3808,通过,NA
3809,通过,NA
3810,通过,NA
3811,通过,NA
3812,拒绝,porn:包皮-射入-性交时-睾丸-阴道
3813,拒绝,politics:改革
3814,通过,NA
3815,通过,NA
3816,通过,NA
3817,通过,NA
3818,拒绝,politics:民主
3819,拒绝,ban:贩毒
3820,通过,NA
3821,拒绝,politics:习近平总书记
3822,通过,NA
3823,通过,NA
3824,通过,NA
3825,通过,NA
3826,通过,NA
3827,通过,NA
3828,通过,NA
3829,通过,NA
3830,拒绝,ban:可卡因-吗啡-芬太尼;porn:快感
3831,通过,NA
3832,通过,NA
3833,通过,NA
3834,通过,NA
3835,通过,NA
3836,拒绝,politics:改革
3837,拒绝,politics:中华人民共和国
3838,通过,NA
3839,通过,NA
3840,通过,NA
3841,拒绝,politics:特朗普
3842,通过,NA
3843,通过,NA
3844,通过,NA
3845,通过,NA
3846,通过,NA
3847,拒绝,politics:改革
3848,通过,NA
3849,通过,NA
3850,通过,NA
3851,通过,NA
3852,拒绝,abuse:精液
3853,通过,NA
3854,通过,NA
3855,通过,NA
3856,通过,NA
3857,通过,NA
3858,拒绝,abuse:日你吗
3859,通过,NA
3860,拒绝,politics:改革
3861,拒绝,politics:中华人民共和国;abuse:傻逼-脑子有问题
3862,通过,NA
3863,拒绝,politics:中共
3864,通过,NA
3865,通过,NA
3866,通过,NA
3867,通过,NA
3868,拒绝,politics:中华人民共和国
3869,通过,NA
3870,通过,NA
3871,通过,NA
3872,通过,NA
3873,拒绝,politics:改革
3874,通过,NA
3875,通过,NA
3876,通过,NA
3877,通过,NA
3878,拒绝,politics:改革
3879,通过,NA
3880,拒绝,politics:中共
3881,通过,NA
3882,通过,NA
3883,通过,NA
3884,拒绝,ban:炸药
3885,通过,NA
3886,通过,NA
3887,拒绝,ad:诚信经营
3888,通过,NA
3889,通过,NA
3890,通过,NA
3891,通过,NA
3892,通过,NA
3893,通过,NA
3894,通过,NA
3895,通过,NA
3896,通过,NA
3897,通过,NA
3898,通过,NA
3899,通过,NA
3900,拒绝,politics:共和国-改革;ban:大麻
3901,通过,NA
3902,拒绝,politics:中华人民共和国
3903,通过,NA
3904,通过,NA
3905,拒绝,politics:中国共产党
3906,拒绝,ad:抵押
3907,通过,NA
3908,通过,NA
3909,通过,NA
3910,通过,NA
3911,通过,NA
3912,通过,NA
3913,通过,NA
3914,通过,NA
3915,通过,NA
3916,通过,NA
3917,通过,NA
3918,通过,NA
3919,拒绝,politics:习主席
3920,通过,NA
3921,拒绝,ban:芬太尼
3922,通过,NA
3923,通过,NA
3924,拒绝,politics:中华人民共和国
3925,通过,NA
3926,通过,NA
3927,通过,NA
3928,通过,NA
3929,通过,NA
3930,通过,NA
3931,通过,NA
3932,拒绝,politics:中国共产党
3933,通过,NA
3934,通过,NA
3935,通过,NA
3936,通过,NA
3937,拒绝,politics:中国共产党
3938,通过,NA
3939,通过,NA
3940,通过,NA
3941,通过,NA
3942,通过,NA
3943,通过,NA
3944,通过,NA
3945,通过,NA
3946,通过,NA
3947,通过,NA
3948,通过,NA
3949,通过,NA
3950,通过,NA
3951,通过,NA
3952,拒绝,politics:中国共产党
3953,通过,NA
3954,通过,NA
3955,通过,NA
3956,通过,NA
3957,通过,NA
3958,拒绝,politics:中华人民共和国
3959,通过,NA
3960,通过,NA
3961,通过,NA
3962,通过,NA
3963,通过,NA
3964,通过,NA
3965,通过,NA
3966,通过,NA
3967,通过,NA
3968,通过,NA
3969,通过,NA
3970,通过,NA
3971,通过,NA
3972,通过,NA
3973,拒绝,politics:习近平总书记
3974,通过,NA
3975,拒绝,porn:乳房
3976,通过,NA
3977,通过,NA
3978,通过,NA
3979,拒绝,porn:金瓶梅
3980,通过,NA
3981,通过,NA
3982,通过,NA
3983,通过,NA
3984,拒绝,politics:改革
3985,拒绝,ban:办理各种
3986,通过,NA
3987,通过,NA
3988,通过,NA
3989,通过,NA
3990,拒绝,politics:中国共产党
3991,拒绝,politics:中国共产党
3992,通过,NA
3993,通过,NA
3994,通过,NA
3995,通过,NA
3996,拒绝,politics:中华人民共和国
3997,拒绝,politics:特朗普
3998,通过,NA
3999,通过,NA
4000,通过,NA
4001,通过,NA
4002,通过,NA
4003,拒绝,abuse:傻逼
4004,通过,NA
4005,通过,NA
4006,通过,NA
4007,通过,NA
4008,通过,NA
4009,通过,NA
4010,通过,NA
4011,通过,NA
4012,通过,NA
4013,通过,NA
4014,拒绝,politics:党中央
4015,拒绝,politics:中华人民共和国
4016,通过,NA
4017,通过,NA
4018,拒绝,politics:习近平总书记
4019,通过,NA
4020,通过,NA
4021,通过,NA
4022,通过,NA
4023,通过,NA
4024,拒绝,politics:中华人民共和国
4025,通过,NA
4026,通过,NA
4027,通过,NA
4028,拒绝,politics:极权主义
4029,通过,NA
4030,通过,NA
4031,通过,NA
4032,通过,NA
4033,通过,NA
4034,通过,NA
4035,通过,NA
